,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,is_inc_v,issue_d,pymnt_plan,purpose,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,not_compliant,status,inactive_loans,bad_loans,emp_length_num,pub_rec_zero,short_emp,final_d,last_record_none,last_major_derog_none,home_ownership,annual_inc,addr_state,dti,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,open_acc,pub_rec,total_acc,deliquency
241,132268,5600,5600,1549,36,14.07,191.59,E,E3,not verified,2007-10-01,n,home_improvement,F,0,0,2107.91,582.45,1326.55,587.45,0.0,193.91,2.0,2008-08-01,191.59,2009-12-01,2009-12-01,0.0,1,Charged Off,1.0,1.0,1,1.0,1,2010-10-01,0,1,OWN,15000.0,MO,2.0,2007-01-01,5.0,0.0,2.0,0.0,2.0,0
242,132446,2400,2400,675,36,13.43,81.37,E,E1,not verified,2007-10-01,n,debt_consolidation,F,0,0,2928.17,823.17,2400.0,528.17,0.0,0.0,0.0,2010-10-01,85.97,2010-11-01,2010-10-01,0.0,1,Fully Paid,1.0,0.0,2,1.0,0,2010-10-01,0,1,RENT,20000.0,UT,11.64,2000-01-01,0.0,10.0,5.0,0.0,10.0,1
243,132479,4200,4200,1025,36,13.12,141.76,D,D5,not verified,2007-10-01,n,car,F,0,0,5102.3,1244.83,4200.0,902.3,0.0,0.0,0.0,2010-10-01,147.51,2010-11-01,2012-11-01,0.0,1,Fully Paid,1.0,0.0,2,1.0,0,2010-10-01,0,1,RENT,10000.0,NY,10.68,2006-08-01,6.0,0.0,4.0,0.0,4.0,0
244,132889,9000,9000,700,36,12.49,301.04,D,D3,not verified,2007-10-01,n,debt_consolidation,F,0,0,4015.96,311.64,1496.83,609.26,0.0,1909.87,668.36,2008-05-01,301.05,,2009-01-01,0.0,0,Charged Off,1.0,1.0,9,0.0,0,2010-10-01,0,1,MORTGAGE,39000.0,MD,5.08,1997-08-01,3.0,60.0,9.0,1.0,37.0,0
245,132940,5275,5275,975,36,7.43,163.92,A,A2,not verified,2007-10-01,n,other,F,0,0,5900.28,1090.33,5275.0,625.28,0.0,0.0,0.0,2010-10-01,172.42,,2010-10-01,0.0,0,Fully Paid,1.0,0.0,10,1.0,0,2010-10-01,0,1,MORTGAGE,85000.0,NC,2.64,1982-07-01,0.0,0.0,7.0,0.0,10.0,0
246,133013,4200,4200,1125,36,14.07,143.69,E,E3,not verified,2007-10-01,n,other,F,0,0,2441.03,653.14,1764.14,676.89,0.0,0.0,0.0,2009-03-01,143.69,2009-10-01,2010-09-01,0.0,1,Charged Off,1.0,1.0,2,1.0,0,2010-10-01,0,1,OWN,24000.0,AL,12.55,2001-08-01,9.0,49.0,2.0,0.0,3.0,0
247,133259,4650,4650,775,36,10.28,150.66,C,C1,not verified,2007-10-01,n,other,F,0,0,4073.98,677.96,2938.05,676.44,0.0,459.49,124.88,2009-10-01,150.66,,2010-03-01,0.0,0,Charged Off,1.0,1.0,11,1.0,0,2010-10-01,0,1,MORTGAGE,45600.0,MO,3.26,1989-11-01,1.0,22.0,3.0,0.0,25.0,1
248,133367,17750,12000,1524,36,17.86,432.99,G,G5,not verified,2007-10-01,n,debt_consolidation,F,0,0,2645.52,335.6,1309.56,854.04,0.0,481.92,4.81,2008-03-01,432.99,2008-12-01,2009-01-01,0.0,1,Charged Off,1.0,1.0,2,0.0,0,2010-10-01,0,1,MORTGAGE,40320.0,MD,12.83,1999-11-01,12.0,30.0,8.0,1.0,20.0,0
249,133679,5275,5275,525,36,11.22,173.25,C,C4,not verified,2007-10-01,n,other,F,0,0,6236.61,620.69,5275.0,961.61,0.0,0.0,0.0,2010-10-01,175.35,2010-11-01,2010-10-01,0.0,1,Fully Paid,1.0,0.0,2,1.0,0,2010-10-01,0,1,MORTGAGE,70000.0,NC,25.78,1996-07-01,0.0,0.0,17.0,0.0,29.0,0
250,133664,6625,6625,950,36,11.22,217.59,C,C4,not verified,2007-10-01,n,debt_consolidation,F,0,0,7761.86,1112.96,6625.0,1136.86,0.0,0.0,0.0,2010-02-01,1888.34,,2010-03-01,0.0,0,Fully Paid,1.0,0.0,4,1.0,0,2010-10-01,0,1,RENT,57100.0,VA,13.77,2001-10-01,0.0,0.0,10.0,0.0,11.0,0
251,133888,4400,4400,1200,36,17.86,158.77,G,G5,not verified,2007-10-01,n,debt_consolidation,F,0,0,5714.04,1558.05,4400.0,1314.04,0.0,0.0,0.0,2010-10-01,163.81,2010-11-01,2010-10-01,0.0,1,Fully Paid,1.0,0.0,10,0.0,0,2010-10-01,0,1,MORTGAGE,125000.0,KS,25.77,1985-11-01,0.0,10.0,18.0,1.0,37.0,1
252,132954,6000,6000,975,36,13.75,204.34,E,E2,not verified,2007-10-01,n,debt_consolidation,F,0,0,7393.24,1201.2,6000.0,1393.24,0.0,0.0,0.0,2010-07-01,1248.49,2010-08-01,2010-07-01,0.0,1,Fully Paid,1.0,0.0,1,1.0,1,2010-10-01,0,1,RENT,20000.0,NE,8.4,2006-03-01,3.0,0.0,5.0,0.0,6.0,0
253,134417,2525,2525,1000,36,13.12,85.23,D,D5,not verified,2007-10-01,n,home_improvement,F,0,0,3067.25,1214.47,2525.0,542.25,0.0,0.0,0.0,2010-10-01,89.89,,2010-10-01,0.0,0,Fully Paid,1.0,0.0,1,1.0,1,2010-10-01,0,1,MORTGAGE,40000.0,UT,20.67,1993-05-01,3.0,23.0,13.0,0.0,24.0,1
254,134726,5000,5000,2700,36,8.7,158.31,B,B1,not verified,2007-10-01,n,wedding,F,0,0,530.49,286.45,244.8,71.56,0.0,214.13,2.1,2007-12-01,158.3,2008-12-01,2014-08-01,0.0,1,Charged Off,1.0,1.0,1,1.0,1,2010-10-01,0,1,RENT,28019.0,FL,1.8,2005-04-01,2.0,0.0,2.0,0.0,2.0,0
255,135058,9175,9175,1074,36,14.67,316.58,E,E5,not verified,2007-10-01,n,house,F,0,0,3796.56,444.0,2623.13,1173.43,0.0,0.0,0.0,2008-10-01,316.58,2009-06-01,2009-06-01,0.0,1,Charged Off,1.0,1.0,1,1.0,1,2010-10-01,0,1,MORTGAGE,36000.0,MD,0.33,2006-10-01,8.0,0.0,7.0,0.0,7.0,0
256,135064,14400,14400,2525,36,16.59,510.47,G,G1,not verified,2007-10-01,n,medical,F,0,0,16342.1,2865.11,14400.0,1942.09,0.0,0.0,0.0,2008-09-01,11241.4,2008-10-01,2008-08-01,0.0,1,Fully Paid,1.0,0.0,4,1.0,0,2010-10-01,0,1,MORTGAGE,62000.0,FL,24.45,2004-04-01,4.0,0.0,14.0,0.0,17.0,0
257,135134,4200,4200,1075,36,15.01,145.62,F,F1,not verified,2007-10-01,n,other,F,0,0,5255.24,1344.36,4200.0,1040.27,14.9722,0.0,0.0,2010-10-01,153.67,2010-11-01,2010-10-01,0.0,1,Fully Paid,1.0,0.0,7,1.0,0,2010-10-01,0,1,RENT,65000.0,NY,10.69,1999-08-01,10.0,7.0,15.0,0.0,48.0,1
258,135107,9600,9600,2525,36,15.01,332.84,F,F1,not verified,2007-10-01,n,debt_consolidation,F,0,0,11918.9,3133.76,9600.0,2318.89,0.0,0.0,0.0,2010-06-01,22.35,2010-07-01,2010-06-01,0.0,1,Fully Paid,1.0,0.0,7,0.0,0,2010-10-01,0,1,RENT,90000.0,NY,15.33,1990-03-01,10.0,14.0,16.0,1.0,48.0,1
259,135198,10000,10000,200,36,11.22,328.43,C,C4,not verified,2007-10-01,n,other,F,0,0,10274.0,205.52,10000.0,273.97,0.0,0.0,0.0,2008-01-01,9617.25,,2007-09-01,0.0,0,Fully Paid,1.0,0.0,9,1.0,0,2010-10-01,0,1,MORTGAGE,30000.0,IN,20.4,1998-10-01,3.0,0.0,5.0,0.0,9.0,0
260,135226,8275,8275,1425,36,12.8,278.03,D,D4,not verified,2007-10-01,n,other,F,0,0,8848.8,1523.43,8275.0,573.8,0.0,0.0,0.0,2008-05-01,7184.34,2008-06-01,2007-09-01,0.0,1,Fully Paid,1.0,0.0,5,1.0,0,2010-10-01,0,1,MORTGAGE,58000.0,NC,7.99,1990-09-01,4.0,15.0,4.0,0.0,19.0,1
261,135245,3000,3000,550,36,13.75,102.17,E,E2,not verified,2007-10-01,n,credit_card,F,0,0,3307.64,606.47,3000.0,307.64,0.0,0.0,0.0,2008-08-01,2389.06,2008-08-01,2007-12-01,0.0,1,Fully Paid,1.0,0.0,4,1.0,0,2010-10-01,0,1,MORTGAGE,36500.0,FL,23.61,2004-11-01,2.0,0.0,12.0,0.0,13.0,0
262,135591,5275,5275,1250,36,8.07,165.47,A,A4,not verified,2007-10-01,n,other,F,0,0,5504.75,1304.45,5275.0,229.75,0.0,0.0,0.0,2008-05-01,4512.61,,2007-09-01,0.0,0,Fully Paid,1.0,0.0,2,1.0,0,2010-10-01,0,1,MORTGAGE,55000.0,NC,12.0,1983-09-01,1.0,0.0,13.0,0.0,32.0,0
263,135918,16225,8100,2100,36,17.54,290.97,G,G4,not verified,2007-10-01,n,small_business,F,0,0,3196.27,826.87,2040.52,1155.75,0.0,0.0,0.0,2008-09-01,290.97,2009-06-01,2009-06-01,0.0,1,Charged Off,1.0,1.0,2,1.0,0,2010-10-01,0,1,MORTGAGE,54000.0,MO,9.98,1998-04-01,0.0,34.0,16.0,0.0,24.0,0
264,136223,4300,4300,850,36,10.91,140.6,C,C3,not verified,2007-10-01,n,debt_consolidation,F,0,0,5034.07,994.58,4300.0,734.07,0.0,0.0,0.0,2010-04-01,964.01,,2010-04-01,0.0,0,Fully Paid,1.0,0.0,2,1.0,0,2010-10-01,0,1,RENT,36000.0,MA,9.87,2003-06-01,0.0,0.0,8.0,0.0,16.0,0
265,136259,5000,5000,1350,36,13.75,170.29,E,E2,not verified,2007-10-01,n,debt_consolidation,F,0,0,6129.62,1654.99,5000.0,1129.62,0.0,0.0,0.0,2010-10-01,174.5,2010-11-01,2010-10-01,0.0,1,Fully Paid,1.0,0.0,3,1.0,0,2010-10-01,0,1,RENT,20000.0,AL,0.6,2004-03-01,18.0,18.0,2.0,0.0,3.0,1
266,136313,3025,3025,1125,36,10.28,98.01,C,C1,not verified,2007-10-01,n,wedding,F,0,0,3515.68,1307.44,3025.0,490.68,0.0,0.0,0.0,2010-05-01,576.99,,2015-02-01,0.0,0,Fully Paid,1.0,0.0,1,1.0,1,2010-10-01,0,1,RENT,90000.0,LA,9.13,1998-09-01,0.0,0.0,10.0,0.0,23.0,0
267,136485,5000,5000,1574,36,12.17,166.48,D,D2,not verified,2007-10-01,n,small_business,F,0,0,2477.03,779.4,1756.71,574.25,0.0,146.07,1.48,2009-07-01,333.29,,2014-09-01,0.0,0,Charged Off,1.0,1.0,1,1.0,1,2010-10-01,0,1,RENT,10000.0,MD,0.0,2001-08-01,2.0,15.0,5.0,0.0,8.0,1
268,136631,8500,8500,1275,36,12.49,284.32,D,D3,not verified,2007-10-01,n,small_business,F,0,0,10234.4,1534.72,8500.0,1734.36,0.0,0.0,0.0,2010-10-01,289.62,,2010-10-01,0.0,0,Fully Paid,1.0,0.0,9,1.0,0,2010-10-01,0,1,MORTGAGE,85000.0,MD,6.38,1987-12-01,3.0,15.0,7.0,0.0,16.0,1
269,136700,3500,3500,1650,36,13.12,118.14,D,D5,not verified,2007-10-01,n,credit_card,F,0,0,4251.35,2004.01,3500.0,751.35,0.0,0.0,0.0,2010-10-01,126.17,2010-11-01,2013-07-01,0.0,1,Fully Paid,1.0,0.0,1,1.0,1,2010-10-01,0,1,RENT,35000.0,NY,3.94,2002-12-01,0.0,14.0,4.0,0.0,8.0,1
270,136845,5000,5000,1750,36,10.59,162.73,C,C2,not verified,2007-10-01,n,other,F,0,0,5872.28,2055.0,5000.0,857.3,14.9806,0.0,0.0,2010-10-01,169.4,2010-11-01,2014-01-01,0.0,1,Fully Paid,1.0,0.0,1,1.0,1,2010-10-01,0,1,OWN,30000.0,FL,1.8,2006-08-01,2.0,0.0,6.0,0.0,7.0,0
271,136970,20425,8500,1849,36,15.96,298.67,F,F4,not verified,2007-10-01,n,debt_consolidation,F,0,0,2981.7,647.1,1968.03,1013.67,0.0,0.0,0.0,2008-08-01,298.67,2009-10-01,2009-10-01,0.0,1,Charged Off,1.0,1.0,5,0.0,0,2010-10-01,0,1,RENT,29000.0,FL,11.42,1996-09-01,8.0,58.0,10.0,1.0,18.0,0
272,136922,25000,5650,725,36,14.38,194.15,E,E4,not verified,2007-10-01,n,small_business,F,0,0,6987.23,895.72,5650.0,1337.23,0.0,0.0,0.0,2010-10-01,203.82,,2010-10-01,0.0,0,Fully Paid,1.0,0.0,3,1.0,0,2010-10-01,0,1,MORTGAGE,480000.0,NY,2.4,2000-03-01,3.0,12.0,9.0,0.0,18.0,1
273,137103,4275,4275,525,36,10.28,138.51,C,C1,not verified,2007-10-01,n,other,F,0,0,4382.28,538.19,4275.0,107.28,0.0,0.0,0.0,2008-01-01,4105.9,,2007-10-01,0.0,0,Fully Paid,1.0,0.0,1,1.0,1,2010-10-01,0,1,OWN,31000.0,SC,24.81,1991-11-01,2.0,0.0,12.0,0.0,18.0,0
274,136588,2100,2100,1099,36,12.49,70.25,D,D3,not verified,2007-10-01,n,debt_consolidation,F,0,0,2313.97,1211.82,400.45,160.03,0.0,1753.49,613.6,2008-06-01,70.25,,2009-01-01,0.0,0,Charged Off,1.0,1.0,1,1.0,1,2010-10-01,0,1,RENT,12500.0,NC,14.4,2003-09-01,1.0,0.0,3.0,0.0,3.0,0
275,137410,10475,10475,2925,36,14.38,359.95,E,E4,not verified,2007-10-01,n,debt_consolidation,F,0,0,11184.9,3123.12,10475.0,709.93,0.0,0.0,0.0,2008-04-01,9387.83,2008-04-01,2012-07-01,0.0,1,Fully Paid,1.0,0.0,3,1.0,0,2010-10-01,0,1,MORTGAGE,58000.0,NJ,4.26,2002-04-01,12.0,0.0,11.0,0.0,19.0,0
276,137499,10475,10475,3174,36,17.54,376.29,G,G4,not verified,2007-10-01,n,debt_consolidation,F,0,0,1878.9,568.4,1147.44,731.46,0.0,0.0,0.0,2008-03-01,376.29,2009-05-01,2009-06-01,0.0,1,Charged Off,1.0,1.0,6,1.0,0,2010-10-01,0,1,RENT,31000.0,MO,22.37,1995-07-01,4.0,0.0,7.0,0.0,15.0,0
277,137952,8000,8000,3475,36,8.38,252.1,A,A5,not verified,2007-10-01,n,credit_card,F,0,0,9011.47,3913.98,8000.0,1011.47,0.0,0.0,0.0,2010-02-01,2222.28,,2011-01-01,0.0,0,Fully Paid,1.0,0.0,1,1.0,1,2010-10-01,0,1,RENT,105000.0,NY,9.71,1998-02-01,0.0,0.0,7.0,0.0,12.0,0
278,138075,8275,8275,625,36,9.01,263.19,B,B2,not verified,2007-10-01,n,other,F,0,0,9474.31,715.45,8275.0,1199.31,0.0,0.0,0.0,2010-10-01,265.32,,2010-10-01,0.0,0,Fully Paid,1.0,0.0,11,1.0,0,2010-10-01,0,1,MORTGAGE,120000.0,SC,12.16,1981-02-01,0.0,76.0,10.0,0.0,20.0,0
279,138553,3275,3275,1275,36,9.33,104.65,B,B3,not verified,2007-10-01,n,other,F,0,0,3766.03,1465.66,3275.0,491.03,0.0,0.0,0.0,2010-10-01,114.05,,2010-10-01,0.0,0,Fully Paid,1.0,0.0,2,1.0,0,2010-10-01,0,1,MORTGAGE,62000.0,NC,3.83,1997-08-01,1.0,0.0,10.0,0.0,25.0,0
280,138756,8150,8150,1450,36,10.59,265.25,C,C2,not verified,2007-10-01,n,other,F,0,0,9548.14,1698.49,8150.0,1398.14,0.0,0.0,0.0,2010-10-01,269.46,2010-11-01,2010-10-01,0.0,1,Fully Paid,1.0,0.0,2,1.0,0,2010-10-01,0,1,MORTGAGE,141299.0,VA,6.7,1990-05-01,8.0,0.0,8.0,0.0,36.0,0
281,138753,25000,25000,2450,36,15.33,870.68,F,F2,not verified,2007-10-01,n,small_business,F,0,0,14672.7,1436.76,9471.44,4415.71,87.0405,698.5,6.99,2009-03-01,873.36,2009-08-01,2009-08-01,0.0,1,Charged Off,1.0,1.0,2,0.0,0,2010-10-01,0,1,MORTGAGE,165000.0,FL,13.35,1989-07-01,8.0,23.0,17.0,1.0,43.0,1
282,139053,5500,5500,1550,36,8.07,172.53,A,A4,not verified,2007-10-01,n,debt_consolidation,F,0,0,6206.84,1748.79,5500.0,706.84,0.0,0.0,0.0,2010-09-01,12.81,,2010-09-01,0.0,0,Fully Paid,1.0,0.0,7,1.0,0,2010-10-01,0,1,RENT,54000.0,SC,6.29,1993-10-01,0.0,0.0,7.0,0.0,22.0,0
283,139076,6000,6000,2325,36,14.07,205.27,E,E3,not verified,2007-10-01,n,other,F,0,0,2853.19,1104.55,1879.88,784.47,0.0,188.84,2.04,2008-11-01,205.27,2009-10-01,2009-10-01,0.0,1,Charged Off,1.0,1.0,5,1.0,0,2010-10-01,0,1,MORTGAGE,36000.0,FL,0.0,1991-09-01,0.0,12.0,2.0,0.0,15.0,1
284,139473,4350,4350,1525,36,14.38,149.48,E,E4,not verified,2007-10-01,n,debt_consolidation,F,0,0,5379.74,1885.74,4350.0,1029.74,0.0,0.0,0.0,2010-10-01,156.19,2010-11-01,2010-10-01,0.0,1,Fully Paid,1.0,0.0,1,1.0,1,2010-10-01,0,1,MORTGAGE,19000.0,NJ,13.45,2004-08-01,3.0,0.0,6.0,0.0,8.0,0
286,139779,3000,3000,2200,36,12.49,100.35,D,D3,not verified,2007-10-01,n,other,F,0,0,3597.73,2637.96,1956.75,545.0,0.0,1095.98,389.89,2009-12-01,100.35,,2010-04-01,0.0,0,Charged Off,1.0,1.0,1,1.0,1,2010-10-01,0,1,RENT,29120.0,NJ,12.77,2004-09-01,3.0,14.0,3.0,0.0,5.0,1
287,139867,5000,5000,875,36,13.12,168.76,D,D5,not verified,2007-10-01,n,other,F,0,0,879.88,153.7,463.45,210.91,0.0,205.52,2.02,2008-03-01,168.76,2008-12-01,2009-01-01,0.0,1,Charged Off,1.0,1.0,1,1.0,1,2010-10-01,0,1,RENT,16800.0,AZ,5.36,2006-12-01,0.0,0.0,5.0,0.0,5.0,0
288,139937,500,500,125,36,9.01,15.91,B,B2,not verified,2007-10-01,n,other,F,0,0,83.88,20.98,49.04,14.44,0.0,20.4,0.2,2008-02-01,15.9,2008-12-01,2009-01-01,0.0,1,Charged Off,1.0,1.0,1,1.0,1,2010-10-01,0,1,RENT,2000.0,AR,0.0,2007-02-01,6.0,0.0,2.0,0.0,2.0,0
289,139887,10000,10000,2175,36,12.8,335.98,D,D4,not verified,2007-10-01,n,debt_consolidation,F,0,0,12070.3,2623.85,10000.0,2070.31,0.0,0.0,0.0,2010-07-01,1333.8,,2012-04-01,0.0,0,Fully Paid,1.0,0.0,3,1.0,0,2010-10-01,0,1,RENT,36400.0,AL,18.92,2001-09-01,1.0,41.0,9.0,0.0,20.0,0
290,139977,12000,5000,1399,36,10.91,163.49,C,C3,not verified,2007-10-01,n,other,F,0,0,4820.71,1347.19,3891.56,844.02,29.9707,55.16,0.7,2010-03-01,163.49,,2010-08-01,0.0,0,Charged Off,1.0,1.0,2,0.0,0,2010-10-01,0,1,MORTGAGE,39000.0,GA,11.78,1994-05-01,0.0,62.0,6.0,1.0,14.0,0
292,140173,9950,9950,2175,36,12.8,334.3,D,D4,not verified,2007-10-01,n,other,F,0,0,12032.7,2629.23,9950.0,2082.67,0.0,0.0,0.0,2010-10-01,344.73,2010-11-01,2010-10-01,0.0,1,Fully Paid,1.0,0.0,1,1.0,1,2010-10-01,0,1,RENT,27000.0,NY,1.42,2006-12-01,4.0,0.0,3.0,0.0,4.0,0
293,140203,4000,4000,449,36,11.54,131.99,C,C5,not verified,2007-10-01,n,debt_consolidation,F,0,0,791.05,88.8,574.15,216.9,0.0,0.0,0.0,2008-05-01,131.99,2008-12-01,2009-01-01,0.0,1,Charged Off,1.0,1.0,1,1.0,1,2010-10-01,0,1,RENT,18500.0,AZ,1.3,1999-10-01,2.0,0.0,1.0,0.0,2.0,0
294,140448,3000,3000,1825,36,9.96,96.75,B,B5,not verified,2007-10-01,n,other,F,0,0,3527.23,2145.73,3000.0,482.36,44.8694,0.0,0.0,2010-10-01,108.86,,2010-10-01,0.0,0,Fully Paid,1.0,0.0,2,1.0,0,2010-10-01,0,1,OWN,18000.0,NJ,15.4,1976-12-01,1.0,0.0,9.0,0.0,9.0,0
295,140513,22350,22350,2326,36,14.38,768.01,E,E4,not verified,2007-11-01,n,small_business,F,0,0,27646.1,2875.94,22350.0,5296.12,0.0,0.0,0.0,2010-11-01,776.57,2010-11-01,2010-10-01,0.0,1,Fully Paid,1.0,0.0,10,1.0,0,2010-11-01,0,1,MORTGAGE,220000.0,NY,14.5,1987-07-01,4.0,62.0,19.0,0.0,43.0,0
296,140555,2225,2225,225,36,10.59,72.42,C,C2,not verified,2007-10-01,n,moving,F,0,0,520.03,52.38,323.55,110.68,0.0,85.8,0.86,2008-05-01,72.42,,2009-01-01,0.0,0,Charged Off,1.0,1.0,3,1.0,0,2010-10-01,0,1,RENT,60000.0,CA,8.14,1994-08-01,1.0,0.0,9.0,0.0,9.0,0
297,139696,2825,2825,1700,36,9.64,90.68,B,B4,not verified,2007-10-01,n,small_business,F,0,0,3263.67,1963.9,2825.0,438.67,0.0,0.0,0.0,2010-11-01,96.65,,2010-10-01,0.0,0,Fully Paid,1.0,0.0,4,1.0,0,2010-10-01,0,1,MORTGAGE,70000.0,TN,18.0,1997-09-01,2.0,0.0,11.0,0.0,41.0,0
298,140588,12000,12000,4724,36,16.28,423.55,F,F5,not verified,2007-10-01,n,credit_card,F,0,0,7108.44,2797.91,4621.22,2150.62,0.0,336.6,3.44,2009-03-01,423.55,2009-11-01,2009-11-01,0.0,1,Charged Off,1.0,1.0,7,1.0,0,2010-10-01,0,1,RENT,48000.0,FL,11.53,2005-04-01,6.0,0.0,5.0,0.0,5.0,0
299,140855,8000,8000,2975,36,10.28,259.2,C,C1,not verified,2007-10-01,n,debt_consolidation,F,0,0,8556.38,3181.71,8000.0,556.38,0.0,0.0,0.0,2008-07-01,6484.95,2008-08-01,2014-06-01,0.0,1,Fully Paid,1.0,0.0,3,1.0,0,2010-10-01,0,1,RENT,18600.0,GA,6.97,2006-01-01,0.0,0.0,4.0,0.0,6.0,0
300,140897,8275,8275,575,36,8.07,259.58,A,A4,not verified,2007-10-01,n,other,F,0,0,8539.46,593.4,8275.0,264.46,0.0,0.0,0.0,2008-04-01,7501.59,,2007-10-01,0.0,0,Fully Paid,1.0,0.0,10,1.0,0,2010-10-01,0,1,MORTGAGE,49000.0,NC,9.89,1980-10-01,0.0,0.0,14.0,0.0,34.0,0
301,141022,5275,5275,875,36,9.64,169.32,B,B4,not verified,2007-10-01,n,other,F,0,0,6095.18,1010.89,5275.0,820.18,0.0,0.0,0.0,2010-11-01,171.85,,2010-10-01,0.0,0,Fully Paid,1.0,0.0,1,1.0,1,2010-10-01,0,1,MORTGAGE,70000.0,NC,17.57,1992-11-01,1.0,0.0,12.0,0.0,37.0,0
302,141176,4000,4000,1676,36,11.22,131.38,C,C4,not verified,2007-10-01,n,car,F,0,0,4730.16,1982.36,4000.0,730.16,0.0,0.0,0.0,2010-12-01,3.51,2010-12-01,2010-11-01,0.0,1,Fully Paid,1.0,0.0,1,1.0,1,2010-10-01,0,1,RENT,14400.0,CO,1.67,2004-04-01,4.0,0.0,1.0,0.0,2.0,0
303,141340,5000,5000,1760,36,13.12,168.76,D,D5,not verified,2007-10-01,n,credit_card,F,0,0,6148.58,2161.9,5000.0,1073.65,74.9288,0.0,0.0,2010-11-01,150.18,2010-11-01,2015-02-01,0.0,1,Fully Paid,1.0,0.0,1,1.0,1,2010-10-01,0,1,RENT,41600.0,NC,2.48,1987-03-01,1.0,30.0,5.0,0.0,23.0,0
304,141648,6225,6225,1375,36,11.54,205.4,C,C5,not verified,2007-10-01,n,credit_card,F,0,0,6889.74,1521.59,6225.0,664.74,0.0,0.0,0.0,2008-12-01,4427.01,,2015-02-01,0.0,0,Fully Paid,1.0,0.0,1,1.0,1,2010-10-01,0,1,RENT,45000.0,MA,17.76,2003-09-01,0.0,0.0,10.0,0.0,15.0,0
305,141693,10475,10475,7075,36,14.38,359.95,E,E4,not verified,2007-10-01,n,debt_consolidation,F,0,0,12866.7,8689.88,10475.0,2391.66,0.0,0.0,0.0,2010-05-01,2445.63,2010-05-01,2010-04-01,0.0,1,Fully Paid,1.0,0.0,3,1.0,0,2010-10-01,0,1,RENT,75000.0,NY,13.07,2001-02-01,1.0,30.0,13.0,0.0,23.0,0
306,141713,6825,6825,4954,36,13.12,230.36,D,D5,not verified,2007-10-01,n,debt_consolidation,F,0,0,8336.16,6050.63,6825.0,1466.23,44.9297,0.0,0.0,2010-12-01,11.97,2010-12-01,2010-11-01,0.0,1,Fully Paid,1.0,0.0,2,1.0,0,2010-10-01,0,1,MORTGAGE,91000.0,NC,9.63,2000-12-01,6.0,0.0,4.0,0.0,4.0,0
307,141767,20000,4800,1949,36,13.12,162.01,D,D5,not verified,2007-10-01,n,debt_consolidation,F,0,0,1501.47,609.44,1028.79,427.59,0.0,45.09,0.0,2008-08-01,162.01,,2009-11-01,0.0,0,Charged Off,1.0,1.0,9,1.0,0,2010-10-01,0,1,MORTGAGE,85000.0,NJ,16.87,1982-12-01,0.0,0.0,15.0,0.0,41.0,0
308,141955,20000,20000,1049,36,11.54,659.91,C,C5,not verified,2007-11-01,n,small_business,F,0,0,8603.73,450.33,6440.61,2163.12,0.0,0.0,0.0,2009-01-01,26.91,2009-07-01,2009-07-01,0.0,1,Charged Off,1.0,1.0,11,1.0,0,2010-11-01,0,1,MORTGAGE,616000.0,FL,2.33,1996-11-01,5.0,45.0,5.0,0.0,37.0,0
309,142269,7000,7000,550,36,10.28,226.8,C,C1,not verified,2007-10-01,n,debt_consolidation,F,0,0,7850.34,616.76,7000.0,850.34,0.0,0.0,0.0,2009-05-01,3995.3,,2015-02-01,0.0,0,Fully Paid,1.0,0.0,3,1.0,0,2010-10-01,0,1,RENT,55400.0,WA,10.05,2002-08-01,0.0,0.0,15.0,0.0,15.0,0
310,142492,9100,9100,1125,36,10.28,294.83,C,C1,not verified,2007-10-01,n,home_improvement,F,0,0,6599.67,814.6,5493.25,927.55,14.999,163.88,1.68,2009-03-01,294.83,2009-11-01,2009-11-01,0.0,1,Charged Off,1.0,1.0,2,1.0,0,2010-10-01,0,1,MORTGAGE,34000.0,MO,10.66,2006-02-01,12.0,0.0,5.0,0.0,6.0,0
311,74724,5000,5000,2350,36,10.59,162.73,C,C2,not verified,2007-10-01,n,other,F,0,0,5931.25,2787.47,5000.0,826.31,104.94200000000001,0.0,0.0,2010-10-01,490.01,,2010-09-01,0.0,0,Fully Paid,1.0,0.0,1,1.0,1,2010-10-01,0,1,RENT,15000.0,ME,24.4,1999-01-01,3.0,0.0,6.0,0.0,6.0,0
312,139881,4800,4800,1625,36,11.54,158.38,C,C5,not verified,2007-10-01,n,debt_consolidation,F,0,0,5700.84,1929.69,4800.0,900.84,0.0,0.0,0.0,2010-11-01,162.23,,2010-10-01,0.0,0,Fully Paid,1.0,0.0,1,1.0,1,2010-10-01,0,1,RENT,25000.0,AL,18.19,2000-09-01,0.0,9.0,5.0,0.0,17.0,1
